m/z,dGLO1_000001
281.7333759893961,237876.5625
281.7694602233225,217276.609375
281.9348827998633,215266.40625
281.9719626503606,229745.6875
282.0502891082663,540124.25
282.1466239101455,2320959.25
282.2039225481412,797313.75
282.2277391807233,244119.875
282.2506700556678,323008.84375
282.2791169545593,2739942.25
282.2797449421266,261276.109375
282.6521608011759,217320.828125
282.8457340336918,213368.109375
282.9802840463003,224904.515625
282.9977240721054,337532.125
283.0400696712302,224911.640625
283.0457224958444,249302.234375
283.0941075645866,579831.625
283.1150667975556,355970.40625
283.130475152744,277415.0
283.1306897056614,311517.0
283.1499161550793,333331.46875
283.1500980674602,354721.6875
283.1538833830095,460408.59375
283.17513960906,684965.625
283.2266252013148,359617.59375
283.2623305714558,416787.3125
283.2631598608907,5903429.0
283.2639304504985,351664.5
283.2822578971811,435843.125
283.2825522020228,593151.625
283.4810789148833,224113.203125
283.7362310684751,213046.34375
283.9699232477133,306320.78125
283.9700785834151,301379.34375
283.9989807020584,305644.53125
283.9992929311335,309515.875
284.0989828774296,1591994.125
284.1447243520355,246574.03125
284.1715358330795,220843.984375
284.2665189638954,1075002.375
284.2947853386409,1087110.25
284.3311835709483,820017.375
284.4166292444127,209834.1875
284.861775890278,211108.859375
284.8754509159493,279949.375
284.9696124501452,210824.453125
285.0000212627697,693501.9375
285.0734913081495,278248.4375
285.1024189972704,245940.0625
285.1098016466718,289613.71875
285.1193807656306,611347.8125
285.1308578855403,291364.90625
285.1370696484384,239264.015625
285.1374378450627,242415.578125
285.1826391328587,308942.46875
285.2061611882967,219654.484375
285.2423689476291,766459.375
285.2788044760936,6370390.0
285.2795905937232,343818.71875
285.2982649876303,237536.75
285.6080992211242,224321.03125
285.883019990314,223807.3125
286.1591614050855,234750.609375
286.1703515194298,220594.25
286.2376972484368,321514.21875
286.2741082111995,298657.4375
286.2821892403483,1391193.625
286.4150105516033,207552.5
286.4891375507777,217547.671875
286.5952136236374,228500.25
